Unnamed: 0,fpath,target,file_name,client
41,/path/to/cifar10/images/data/tabby_s_000666.png,3,tabby_s_000666.png,1
42,/path/to/cifar10/images/data/lippizaner_s_000291.png,7,lippizaner_s_000291.png,1
43,/path/to/cifar10/images/data/fighter_aircraft_s_001873.png,0,fighter_aircraft_s_001873.png,1
44,/path/to/cifar10/images/data/stealth_fighter_s_000920.png,0,stealth_fighter_s_000920.png,1
45,/path/to/cifar10/images/data/boat_s_001462.png,8,boat_s_001462.png,1
46,/path/to/cifar10/images/data/jumbo_jet_s_001147.png,0,jumbo_jet_s_001147.png,1
47,/path/to/cifar10/images/data/racing_boat_s_000655.png,8,racing_boat_s_000655.png,1
48,/path/to/cifar10/images/data/female_horse_s_001144.png,7,female_horse_s_001144.png,1
49,/path/to/cifar10/images/data/ladder_truck_s_000279.png,9,ladder_truck_s_000279.png,1
50,/path/to/cifar10/images/data/felis_catus_s_000319.png,3,felis_catus_s_000319.png,1
51,/path/to/cifar10/images/data/trailer_truck_s_000640.png,9,trailer_truck_s_000640.png,1
52,/path/to/cifar10/images/data/rana_palustris_s_000108.png,6,rana_palustris_s_000108.png,1
53,/path/to/cifar10/images/data/police_cruiser_s_001335.png,1,police_cruiser_s_001335.png,1
54,/path/to/cifar10/images/data/arabian_s_000547.png,7,arabian_s_000547.png,1
55,/path/to/cifar10/images/data/lipizzan_s_001744.png,7,lipizzan_s_001744.png,1
56,/path/to/cifar10/images/data/garbage_truck_s_002165.png,9,garbage_truck_s_002165.png,1
57,/path/to/cifar10/images/data/cassowary_s_001034.png,2,cassowary_s_001034.png,1
58,/path/to/cifar10/images/data/muntjac_s_000684.png,4,muntjac_s_000684.png,1
59,/path/to/cifar10/images/data/cat_s_000993.png,3,cat_s_000993.png,1
60,/path/to/cifar10/images/data/appaloosa_s_002308.png,7,appaloosa_s_002308.png,1
61,/path/to/cifar10/images/data/alauda_arvensis_s_000374.png,2,alauda_arvensis_s_000374.png,1
62,/path/to/cifar10/images/data/puppy_s_002225.png,5,puppy_s_002225.png,1
63,/path/to/cifar10/images/data/estate_car_s_000446.png,1,estate_car_s_000446.png,1
64,/path/to/cifar10/images/data/stealth_fighter_s_001880.png,0,stealth_fighter_s_001880.png,1
65,/path/to/cifar10/images/data/bird_s_000004.png,2,bird_s_000004.png,1
66,/path/to/cifar10/images/data/pekingese_s_000474.png,5,pekingese_s_000474.png,1
67,/path/to/cifar10/images/data/sparrow_s_001712.png,2,sparrow_s_001712.png,1
68,/path/to/cifar10/images/data/auto_s_001767.png,1,auto_s_001767.png,1
69,/path/to/cifar10/images/data/domestic_cat_s_001274.png,3,domestic_cat_s_001274.png,1
70,/path/to/cifar10/images/data/toad_frog_s_001360.png,6,toad_frog_s_001360.png,1
71,/path/to/cifar10/images/data/dive_bomber_s_000633.png,0,dive_bomber_s_000633.png,1
72,/path/to/cifar10/images/data/bird_s_000211.png,2,bird_s_000211.png,1
73,/path/to/cifar10/images/data/monoplane_s_000419.png,0,monoplane_s_000419.png,1
74,/path/to/cifar10/images/data/arab_s_000456.png,7,arab_s_000456.png,1
75,/path/to/cifar10/images/data/house_cat_s_001454.png,3,house_cat_s_001454.png,1
76,/path/to/cifar10/images/data/pekingese_s_000153.png,5,pekingese_s_000153.png,1
77,/path/to/cifar10/images/data/monoplane_s_001160.png,0,monoplane_s_001160.png,1
78,/path/to/cifar10/images/data/stealth_fighter_s_001243.png,0,stealth_fighter_s_001243.png,1
79,/path/to/cifar10/images/data/bufo_bufo_s_000665.png,6,bufo_bufo_s_000665.png,1
80,/path/to/cifar10/images/data/passerine_s_000287.png,2,passerine_s_000287.png,1
81,/path/to/cifar10/images/data/dump_truck_s_001384.png,9,dump_truck_s_001384.png,1
82,/path/to/cifar10/images/data/cat_s_002601.png,3,cat_s_002601.png,1
83,/path/to/cifar10/images/data/pleasure_boat_s_001969.png,8,pleasure_boat_s_001969.png,1
84,/path/to/cifar10/images/data/estate_car_s_000364.png,1,estate_car_s_000364.png,1
85,/path/to/cifar10/images/data/coupe_s_000793.png,1,coupe_s_000793.png,1
86,/path/to/cifar10/images/data/felis_domesticus_s_000223.png,3,felis_domesticus_s_000223.png,1
87,/path/to/cifar10/images/data/dredger_s_001535.png,8,dredger_s_001535.png,1
88,/path/to/cifar10/images/data/tipper_s_000823.png,9,tipper_s_000823.png,1
89,/path/to/cifar10/images/data/maltese_s_001238.png,5,maltese_s_001238.png,1
90,/path/to/cifar10/images/data/pilot_boat_s_000479.png,8,pilot_boat_s_000479.png,1
91,/path/to/cifar10/images/data/iceboat_s_000367.png,8,iceboat_s_000367.png,1
92,/path/to/cifar10/images/data/leptodactylid_s_000084.png,6,leptodactylid_s_000084.png,1
93,/path/to/cifar10/images/data/tabby_s_001534.png,3,tabby_s_001534.png,1
94,/path/to/cifar10/images/data/tow_truck_s_001956.png,9,tow_truck_s_001956.png,1
95,/path/to/cifar10/images/data/abandoned_ship_s_000034.png,8,abandoned_ship_s_000034.png,1
96,/path/to/cifar10/images/data/cargo_vessel_s_001567.png,8,cargo_vessel_s_001567.png,1
97,/path/to/cifar10/images/data/fire_truck_s_002052.png,9,fire_truck_s_002052.png,1
98,/path/to/cifar10/images/data/stag_s_002846.png,4,stag_s_002846.png,1
99,/path/to/cifar10/images/data/pickerel_frog_s_000619.png,6,pickerel_frog_s_000619.png,1
100,/path/to/cifar10/images/data/flying_bird_s_000001.png,2,flying_bird_s_000001.png,1
101,/path/to/cifar10/images/data/elk_s_002631.png,4,elk_s_002631.png,1
102,/path/to/cifar10/images/data/tomcat_s_002853.png,3,tomcat_s_002853.png,1
103,/path/to/cifar10/images/data/convertible_s_002162.png,1,convertible_s_002162.png,1
104,/path/to/cifar10/images/data/airbus_s_000131.png,0,airbus_s_000131.png,1
105,/path/to/cifar10/images/data/house_cat_s_000761.png,3,house_cat_s_000761.png,1
106,/path/to/cifar10/images/data/tabby_cat_s_002110.png,3,tabby_cat_s_002110.png,1
107,/path/to/cifar10/images/data/chihuahua_s_001065.png,5,chihuahua_s_001065.png,1
108,/path/to/cifar10/images/data/puppy_s_002478.png,5,puppy_s_002478.png,1
109,/path/to/cifar10/images/data/japanese_spaniel_s_000010.png,5,japanese_spaniel_s_000010.png,1
110,/path/to/cifar10/images/data/boat_s_001216.png,8,boat_s_001216.png,1
111,/path/to/cifar10/images/data/police_cruiser_s_000992.png,1,police_cruiser_s_000992.png,1
112,/path/to/cifar10/images/data/trailer_truck_s_001625.png,9,trailer_truck_s_001625.png,1
113,/path/to/cifar10/images/data/ship_s_002180.png,8,ship_s_002180.png,1
114,/path/to/cifar10/images/data/arabian_s_000043.png,7,arabian_s_000043.png,1
115,/path/to/cifar10/images/data/lapdog_s_001971.png,5,lapdog_s_001971.png,1
116,/path/to/cifar10/images/data/alces_alces_s_002284.png,4,alces_alces_s_002284.png,1
117,/path/to/cifar10/images/data/truck_s_001361.png,9,truck_s_001361.png,1
118,/path/to/cifar10/images/data/western_toad_s_000349.png,6,western_toad_s_000349.png,1
119,/path/to/cifar10/images/data/coupe_s_000448.png,1,coupe_s_000448.png,1
120,/path/to/cifar10/images/data/quarter_horse_s_000146.png,7,quarter_horse_s_000146.png,1
121,/path/to/cifar10/images/data/american_toad_s_000968.png,6,american_toad_s_000968.png,1
122,/path/to/cifar10/images/data/mongrel_s_000573.png,5,mongrel_s_000573.png,1
123,/path/to/cifar10/images/data/bufo_s_001302.png,6,bufo_s_001302.png,1
124,/path/to/cifar10/images/data/rangifer_tarandus_s_000077.png,4,rangifer_tarandus_s_000077.png,1
125,/path/to/cifar10/images/data/anthus_pratensis_s_000968.png,2,anthus_pratensis_s_000968.png,1
126,/path/to/cifar10/images/data/lightship_s_000152.png,8,lightship_s_000152.png,1
127,/path/to/cifar10/images/data/dog_s_002379.png,5,dog_s_002379.png,1
128,/path/to/cifar10/images/data/capreolus_capreolus_s_000904.png,4,capreolus_capreolus_s_000904.png,1
129,/path/to/cifar10/images/data/pekingese_s_001453.png,5,pekingese_s_001453.png,1
130,/path/to/cifar10/images/data/dunnock_s_001570.png,2,dunnock_s_001570.png,1
131,/path/to/cifar10/images/data/wrecker_s_002186.png,9,wrecker_s_002186.png,1
132,/path/to/cifar10/images/data/rana_catesbeiana_s_000699.png,6,rana_catesbeiana_s_000699.png,1
133,/path/to/cifar10/images/data/lippizan_s_000353.png,7,lippizan_s_000353.png,1
134,/path/to/cifar10/images/data/western_toad_s_000955.png,6,western_toad_s_000955.png,1
135,/path/to/cifar10/images/data/appaloosa_s_001813.png,7,appaloosa_s_001813.png,1
136,/path/to/cifar10/images/data/mouser_s_000480.png,3,mouser_s_000480.png,1
137,/path/to/cifar10/images/data/mule_deer_s_000399.png,4,mule_deer_s_000399.png,1
138,/path/to/cifar10/images/data/tabby_s_002182.png,3,tabby_s_002182.png,1
139,/path/to/cifar10/images/data/dump_truck_s_000164.png,9,dump_truck_s_000164.png,1
140,/path/to/cifar10/images/data/moose_s_001088.png,4,moose_s_001088.png,1
141,/path/to/cifar10/images/data/sparrow_s_000376.png,2,sparrow_s_000376.png,1
142,/path/to/cifar10/images/data/tabby_s_001183.png,3,tabby_s_001183.png,1
143,/path/to/cifar10/images/data/felis_domesticus_s_000622.png,3,felis_domesticus_s_000622.png,1
144,/path/to/cifar10/images/data/passerine_s_001234.png,2,passerine_s_001234.png,1
145,/path/to/cifar10/images/data/ship_s_001252.png,8,ship_s_001252.png,1
146,/path/to/cifar10/images/data/tractor_trailer_s_001012.png,9,tractor_trailer_s_001012.png,1
147,/path/to/cifar10/images/data/walking_horse_s_000184.png,7,walking_horse_s_000184.png,1
148,/path/to/cifar10/images/data/tipper_s_001866.png,9,tipper_s_001866.png,1
149,/path/to/cifar10/images/data/lipizzan_s_000432.png,7,lipizzan_s_000432.png,1
150,/path/to/cifar10/images/data/felis_catus_s_001428.png,3,felis_catus_s_001428.png,1
151,/path/to/cifar10/images/data/monoplane_s_001291.png,0,monoplane_s_001291.png,1
152,/path/to/cifar10/images/data/lipizzan_s_002122.png,7,lipizzan_s_002122.png,1
153,/path/to/cifar10/images/data/leopard_frog_s_000336.png,6,leopard_frog_s_000336.png,1
154,/path/to/cifar10/images/data/nandu_s_002010.png,2,nandu_s_002010.png,1
155,/path/to/cifar10/images/data/deer_s_000931.png,4,deer_s_000931.png,1
156,/path/to/cifar10/images/data/ostrich_s_002371.png,2,ostrich_s_002371.png,1
157,/path/to/cifar10/images/data/lipizzan_s_000373.png,7,lipizzan_s_000373.png,1
158,/path/to/cifar10/images/data/tomcat_s_002824.png,3,tomcat_s_002824.png,1
159,/path/to/cifar10/images/data/fireboat_s_000180.png,8,fireboat_s_000180.png,1
160,/path/to/cifar10/images/data/hydrofoil_s_000491.png,8,hydrofoil_s_000491.png,1
161,/path/to/cifar10/images/data/freighter_s_002142.png,8,freighter_s_002142.png,1
162,/path/to/cifar10/images/data/wrecker_s_000218.png,9,wrecker_s_000218.png,1
163,/path/to/cifar10/images/data/mouser_s_000171.png,3,mouser_s_000171.png,1
164,/path/to/cifar10/images/data/wagtail_s_000130.png,2,wagtail_s_000130.png,1
165,/path/to/cifar10/images/data/broodmare_s_000224.png,7,broodmare_s_000224.png,1
166,/path/to/cifar10/images/data/biplane_s_000961.png,0,biplane_s_000961.png,1
167,/path/to/cifar10/images/data/rana_clamitans_s_000364.png,6,rana_clamitans_s_000364.png,1
168,/path/to/cifar10/images/data/dive_bomber_s_001111.png,0,dive_bomber_s_001111.png,1
169,/path/to/cifar10/images/data/moose_s_000332.png,4,moose_s_000332.png,1
170,/path/to/cifar10/images/data/merchant_ship_s_001597.png,8,merchant_ship_s_001597.png,1
171,/path/to/cifar10/images/data/mongrel_s_002688.png,5,mongrel_s_002688.png,1
172,/path/to/cifar10/images/data/green_frog_s_000101.png,6,green_frog_s_000101.png,1
173,/path/to/cifar10/images/data/roe_deer_s_000561.png,4,roe_deer_s_000561.png,1
174,/path/to/cifar10/images/data/biplane_s_001477.png,0,biplane_s_001477.png,1
175,/path/to/cifar10/images/data/deer_s_000997.png,4,deer_s_000997.png,1
176,/path/to/cifar10/images/data/tipper_lorry_s_000312.png,9,tipper_lorry_s_000312.png,1
177,/path/to/cifar10/images/data/sea_boat_s_000001.png,8,sea_boat_s_000001.png,1
178,/path/to/cifar10/images/data/cassowary_s_002085.png,2,cassowary_s_002085.png,1
179,/path/to/cifar10/images/data/fire_truck_s_001003.png,9,fire_truck_s_001003.png,1
180,/path/to/cifar10/images/data/odocoileus_hemionus_s_000270.png,4,odocoileus_hemionus_s_000270.png,1
181,/path/to/cifar10/images/data/rana_temporaria_s_001326.png,6,rana_temporaria_s_001326.png,1
182,/path/to/cifar10/images/data/monoplane_s_000967.png,0,monoplane_s_000967.png,1
183,/path/to/cifar10/images/data/automobile_s_001899.png,1,automobile_s_001899.png,1
184,/path/to/cifar10/images/data/packet_boat_s_001164.png,8,packet_boat_s_001164.png,1
185,/path/to/cifar10/images/data/compact_car_s_000268.png,1,compact_car_s_000268.png,1
186,/path/to/cifar10/images/data/bufo_americanus_s_000004.png,6,bufo_americanus_s_000004.png,1
187,/path/to/cifar10/images/data/bufo_bufo_s_001547.png,6,bufo_bufo_s_001547.png,1
188,/path/to/cifar10/images/data/cassowary_s_002220.png,2,cassowary_s_002220.png,1
189,/path/to/cifar10/images/data/stealth_bomber_s_000040.png,0,stealth_bomber_s_000040.png,1
190,/path/to/cifar10/images/data/dog_s_000520.png,5,dog_s_000520.png,1
191,/path/to/cifar10/images/data/stud_mare_s_001297.png,7,stud_mare_s_001297.png,1
192,/path/to/cifar10/images/data/tipper_truck_s_000959.png,9,tipper_truck_s_000959.png,1
193,/path/to/cifar10/images/data/boat_s_001551.png,8,boat_s_001551.png,1
194,/path/to/cifar10/images/data/chihuahua_s_000684.png,5,chihuahua_s_000684.png,1
195,/path/to/cifar10/images/data/maltese_s_000567.png,5,maltese_s_000567.png,1
196,/path/to/cifar10/images/data/lipizzan_s_000883.png,7,lipizzan_s_000883.png,1
197,/path/to/cifar10/images/data/ranid_s_000045.png,6,ranid_s_000045.png,1
198,/path/to/cifar10/images/data/chihuahua_s_000484.png,5,chihuahua_s_000484.png,1
199,/path/to/cifar10/images/data/alley_cat_s_001007.png,3,alley_cat_s_001007.png,1
200,/path/to/cifar10/images/data/cur_s_000170.png,5,cur_s_000170.png,1
201,/path/to/cifar10/images/data/plane_s_000322.png,0,plane_s_000322.png,1
202,/path/to/cifar10/images/data/station_wagon_s_000169.png,1,station_wagon_s_000169.png,1
203,/path/to/cifar10/images/data/guard_boat_s_001618.png,8,guard_boat_s_001618.png,1
204,/path/to/cifar10/images/data/felis_domesticus_s_000560.png,3,felis_domesticus_s_000560.png,1
205,/path/to/cifar10/images/data/maltese_dog_s_000569.png,5,maltese_dog_s_000569.png,1
206,/path/to/cifar10/images/data/rana_catesbeiana_s_000590.png,6,rana_catesbeiana_s_000590.png,1
207,/path/to/cifar10/images/data/cab_s_000219.png,1,cab_s_000219.png,1
208,/path/to/cifar10/images/data/anuran_s_000649.png,6,anuran_s_000649.png,1
209,/path/to/cifar10/images/data/anthus_pratensis_s_000055.png,2,anthus_pratensis_s_000055.png,1
210,/path/to/cifar10/images/data/station_wagon_s_000750.png,1,station_wagon_s_000750.png,1
211,/path/to/cifar10/images/data/leopard_frog_s_001971.png,6,leopard_frog_s_001971.png,1
212,/path/to/cifar10/images/data/ostrich_s_002217.png,2,ostrich_s_002217.png,1
213,/path/to/cifar10/images/data/bufo_marinus_s_000353.png,6,bufo_marinus_s_000353.png,1
214,/path/to/cifar10/images/data/lightship_s_000746.png,8,lightship_s_000746.png,1
215,/path/to/cifar10/images/data/coupe_s_001063.png,1,coupe_s_001063.png,1
216,/path/to/cifar10/images/data/riding_horse_s_000015.png,7,riding_horse_s_000015.png,1
217,/path/to/cifar10/images/data/twinjet_s_000933.png,0,twinjet_s_000933.png,1
218,/path/to/cifar10/images/data/pickerel_frog_s_000580.png,6,pickerel_frog_s_000580.png,1
219,/path/to/cifar10/images/data/felis_catus_s_001300.png,3,felis_catus_s_001300.png,1
220,/path/to/cifar10/images/data/tipper_truck_s_000223.png,9,tipper_truck_s_000223.png,1
221,/path/to/cifar10/images/data/coupe_s_001173.png,1,coupe_s_001173.png,1
222,/path/to/cifar10/images/data/cat_s_001689.png,3,cat_s_001689.png,1
223,/path/to/cifar10/images/data/shooting_brake_s_000506.png,1,shooting_brake_s_000506.png,1
224,/path/to/cifar10/images/data/oil_tanker_s_001976.png,8,oil_tanker_s_001976.png,1
225,/path/to/cifar10/images/data/wrecker_s_002217.png,9,wrecker_s_002217.png,1
226,/path/to/cifar10/images/data/domestic_cat_s_001666.png,3,domestic_cat_s_001666.png,1
227,/path/to/cifar10/images/data/roe_deer_s_000372.png,4,roe_deer_s_000372.png,1
228,/path/to/cifar10/images/data/monoplane_s_000280.png,0,monoplane_s_000280.png,1
229,/path/to/cifar10/images/data/iceboat_s_000174.png,8,iceboat_s_000174.png,1
230,/path/to/cifar10/images/data/pekingese_s_000882.png,5,pekingese_s_000882.png,1
231,/path/to/cifar10/images/data/pipit_s_000001.png,2,pipit_s_000001.png,1
232,/path/to/cifar10/images/data/hospital_ship_s_000799.png,8,hospital_ship_s_000799.png,1
233,/path/to/cifar10/images/data/alauda_arvensis_s_000777.png,2,alauda_arvensis_s_000777.png,1
234,/path/to/cifar10/images/data/pantechnicon_s_000010.png,9,pantechnicon_s_000010.png,1
235,/path/to/cifar10/images/data/automobile_s_001165.png,1,automobile_s_001165.png,1
236,/path/to/cifar10/images/data/car_s_000779.png,1,car_s_000779.png,1
237,/path/to/cifar10/images/data/alauda_arvensis_s_000225.png,2,alauda_arvensis_s_000225.png,1
238,/path/to/cifar10/images/data/pekingese_s_000026.png,5,pekingese_s_000026.png,1
239,/path/to/cifar10/images/data/grass_frog_s_001454.png,6,grass_frog_s_001454.png,1
240,/path/to/cifar10/images/data/puppy_s_001976.png,5,puppy_s_001976.png,1
241,/path/to/cifar10/images/data/alces_alces_s_000071.png,4,alces_alces_s_000071.png,1
242,/path/to/cifar10/images/data/mongrel_s_002595.png,5,mongrel_s_002595.png,1
243,/path/to/cifar10/images/data/elk_s_000363.png,4,elk_s_000363.png,1
244,/path/to/cifar10/images/data/attack_aircraft_s_001704.png,0,attack_aircraft_s_001704.png,1
245,/path/to/cifar10/images/data/tow_truck_s_001660.png,9,tow_truck_s_001660.png,1
246,/path/to/cifar10/images/data/fighter_s_000473.png,0,fighter_s_000473.png,1
247,/path/to/cifar10/images/data/stud_mare_s_000327.png,7,stud_mare_s_000327.png,1
248,/path/to/cifar10/images/data/police_cruiser_s_000963.png,1,police_cruiser_s_000963.png,1
249,/path/to/cifar10/images/data/truck_s_000771.png,9,truck_s_000771.png,1
250,/path/to/cifar10/images/data/sparrow_s_002505.png,2,sparrow_s_002505.png,1
251,/path/to/cifar10/images/data/felis_catus_s_001665.png,3,felis_catus_s_001665.png,1
252,/path/to/cifar10/images/data/odocoileus_hemionus_s_000054.png,4,odocoileus_hemionus_s_000054.png,1
253,/path/to/cifar10/images/data/aerial_ladder_truck_s_001000.png,9,aerial_ladder_truck_s_001000.png,1
254,/path/to/cifar10/images/data/tennessee_walker_s_000361.png,7,tennessee_walker_s_000361.png,1
255,/path/to/cifar10/images/data/merchant_ship_s_000759.png,8,merchant_ship_s_000759.png,1
256,/path/to/cifar10/images/data/fighter_s_000558.png,0,fighter_s_000558.png,1
257,/path/to/cifar10/images/data/pekingese_s_001122.png,5,pekingese_s_001122.png,1
258,/path/to/cifar10/images/data/cock_s_000476.png,2,cock_s_000476.png,1
259,/path/to/cifar10/images/data/ostrich_s_000044.png,2,ostrich_s_000044.png,1
260,/path/to/cifar10/images/data/boat_s_000548.png,8,boat_s_000548.png,1
261,/path/to/cifar10/images/data/cervus_sika_s_000312.png,4,cervus_sika_s_000312.png,1
262,/path/to/cifar10/images/data/tennessee_walking_horse_s_001380.png,7,tennessee_walking_horse_s_001380.png,1
263,/path/to/cifar10/images/data/ratite_s_000229.png,2,ratite_s_000229.png,1
264,/path/to/cifar10/images/data/dawn_horse_s_002170.png,7,dawn_horse_s_002170.png,1
265,/path/to/cifar10/images/data/maltese_dog_s_001228.png,5,maltese_dog_s_001228.png,1
266,/path/to/cifar10/images/data/motorboat_s_000664.png,8,motorboat_s_000664.png,1
267,/path/to/cifar10/images/data/fighter_aircraft_s_000051.png,0,fighter_aircraft_s_000051.png,1
268,/path/to/cifar10/images/data/oil_tanker_s_000511.png,8,oil_tanker_s_000511.png,1
269,/path/to/cifar10/images/data/attack_aircraft_s_001044.png,0,attack_aircraft_s_001044.png,1
270,/path/to/cifar10/images/data/emu_novaehollandiae_s_000099.png,2,emu_novaehollandiae_s_000099.png,1
271,/path/to/cifar10/images/data/sea_boat_s_001976.png,8,sea_boat_s_001976.png,1
272,/path/to/cifar10/images/data/cruiser_s_000587.png,1,cruiser_s_000587.png,1
273,/path/to/cifar10/images/data/mule_deer_s_000471.png,4,mule_deer_s_000471.png,1
274,/path/to/cifar10/images/data/grass_frog_s_000041.png,6,grass_frog_s_000041.png,1
275,/path/to/cifar10/images/data/coupe_s_000300.png,1,coupe_s_000300.png,1
276,/path/to/cifar10/images/data/prunella_modularis_s_000837.png,2,prunella_modularis_s_000837.png,1
277,/path/to/cifar10/images/data/passenger_ship_s_002048.png,8,passenger_ship_s_002048.png,1
278,/path/to/cifar10/images/data/dama_dama_s_000831.png,4,dama_dama_s_000831.png,1
279,/path/to/cifar10/images/data/riding_horse_s_001160.png,7,riding_horse_s_001160.png,1
280,/path/to/cifar10/images/data/japanese_spaniel_s_000194.png,5,japanese_spaniel_s_000194.png,1
281,/path/to/cifar10/images/data/beach_wagon_s_000255.png,1,beach_wagon_s_000255.png,1
282,/path/to/cifar10/images/data/finch_s_000196.png,2,finch_s_000196.png,1
283,/path/to/cifar10/images/data/fallow_deer_s_001876.png,4,fallow_deer_s_001876.png,1
284,/path/to/cifar10/images/data/garbage_truck_s_001212.png,9,garbage_truck_s_001212.png,1
285,/path/to/cifar10/images/data/quarter_horse_s_001971.png,7,quarter_horse_s_001971.png,1
286,/path/to/cifar10/images/data/muntjac_s_001545.png,4,muntjac_s_001545.png,1
287,/path/to/cifar10/images/data/dog_s_001495.png,5,dog_s_001495.png,1
288,/path/to/cifar10/images/data/police_cruiser_s_001057.png,1,police_cruiser_s_001057.png,1
289,/path/to/cifar10/images/data/jetliner_s_000163.png,0,jetliner_s_000163.png,1
290,/path/to/cifar10/images/data/passenger_ship_s_001957.png,8,passenger_ship_s_001957.png,1
291,/path/to/cifar10/images/data/tabby_s_002174.png,3,tabby_s_002174.png,1
292,/path/to/cifar10/images/data/stud_mare_s_000828.png,7,stud_mare_s_000828.png,1
293,/path/to/cifar10/images/data/rhea_s_002009.png,2,rhea_s_002009.png,1
294,/path/to/cifar10/images/data/shooting_brake_s_001272.png,1,shooting_brake_s_001272.png,1
295,/path/to/cifar10/images/data/mouser_s_001475.png,3,mouser_s_001475.png,1
296,/path/to/cifar10/images/data/bufo_viridis_s_000778.png,6,bufo_viridis_s_000778.png,1
297,/path/to/cifar10/images/data/convertible_s_000851.png,1,convertible_s_000851.png,1
298,/path/to/cifar10/images/data/truck_s_000539.png,9,truck_s_000539.png,1
299,/path/to/cifar10/images/data/caribou_s_000536.png,4,caribou_s_000536.png,1
300,/path/to/cifar10/images/data/passenger_ship_s_002082.png,8,passenger_ship_s_002082.png,1
301,/path/to/cifar10/images/data/ship_s_000889.png,8,ship_s_000889.png,1
302,/path/to/cifar10/images/data/gelding_s_002273.png,7,gelding_s_002273.png,1
303,/path/to/cifar10/images/data/maltese_dog_s_000021.png,5,maltese_dog_s_000021.png,1
304,/path/to/cifar10/images/data/bufo_marinus_s_001027.png,6,bufo_marinus_s_001027.png,1
305,/path/to/cifar10/images/data/airliner_s_001916.png,0,airliner_s_001916.png,1
306,/path/to/cifar10/images/data/bufo_bufo_s_001732.png,6,bufo_bufo_s_001732.png,1
